1	1	0.0
1	2	0.329536586764
1	3	0.590508546158
1	4	0.810107777668
1	5	0.986037714397
1	6	1.18220706669
1	7	1.35378706438
1	8	1.36494319054
1	9	1.40909104166
1	10	1.56350960076
1	11	1.64362785004
1	12	1.69939727348
1	13	1.79707292957
1	14	1.91939762945
1	15	2.04470843174
1	16	2.18421446446
1	17	2.30850091464
1	18	2.44860980578
1	19	2.62396400885
1	20	2.79175467111
1	21	2.86578992166
1	22	2.88796072166
1	23	2.9479884642
1	24	3.08502623073
1	25	3.17871579225
1	26	3.24032421826
1	27	3.278497292
1	28	3.39877795151
1	29	3.56747739369
1	30	3.72436673883
1	31	3.67075002617
1	32	3.59489575772
1	33	3.76235979555
1	34	3.70812560422
1	35	3.70380019693
1	36	3.52617787158
1	37	3.55768676848
1	38	3.45519403296
1	39	3.29212675324
1	40	3.21149143351
1	41	3.3188731313
1	42	3.26435083773
1	43	3.10281648734
1	44	3.12810538049
1	45	3.2207694126
1	46	3.10791734404
1	47	3.00323682808
1	48	3.09322764505
1	49	3.21286555591
1	50	3.27855937861
1	51	3.38306237292
1	52	3.50130731978
1	53	3.56985717518
1	54	3.60706421517
1	55	3.69741232261
1	56	3.75407752633
1	57	3.85401095592
1	58	3.95097580703
1	59	4.05190168072
1	60	4.09245502566
1	61	4.06582003333
1	62	4.11883030779
1	63	4.17632064221
1	64	4.24203412824
1	65	4.29002003781
1	66	4.36897803128
1	67	4.4398820946
1	68	7.29124232902
1	69	7.25515880816
1	70	7.21426445871
1	71	7.15979643715
1	72	7.12419825461
1	73	7.09885252744
1	74	7.06080981473
1	75	7.0115597814
1	76	6.98613158466
1	77	6.93570218283
1	78	6.88349885228
1	79	6.82408031111
1	80	6.77026393096
1	81	6.72589492859
1	82	6.6750664629
1	83	6.60475788055
1	84	6.53695892399
1	85	6.46661770494
1	86	6.3951230488
1	87	6.3252913555
1	88	6.26034423268
1	89	6.18739444358
1	90	6.1048370031
1	91	6.01324536537
1	92	5.94069673966
1	93	5.86156616945
1	94	5.78550859646
1	95	5.73455435509
1	96	5.66575983623
1	97	5.60245405001
1	98	5.54471028626
1	99	5.49659905821
1	100	5.41685560323
1	101	5.331067567
1	102	5.25457220346
1	103	5.17978682944
1	104	5.11056472312
1	105	5.05490958003
1	106	4.98710161507
1	107	4.92485784989
1	108	4.86522904807
1	109	4.81898338847
1	110	4.78708207062
1	111	4.72102469037
1	112	4.67707056586
1	113	4.62474967127
1	114	4.58972276995
1	115	4.64908511648
1	116	4.68788259186
1	117	4.7403320075
1	118	4.81975955888
1	119	4.87974005071
1	120	4.8773880361
1	121	4.89054382446
1	122	4.88649858739
1	123	4.92380157934
1	124	4.912733419
1	125	4.90038152293
1	126	4.86326188878
1	127	4.82988187588
1	128	4.75098633507
1	129	4.69622671362
1	130	4.58023281902
1	131	4.53994508453
1	132	4.42922193431
1	133	4.30945122177
1	134	4.15231930068
1	135	4.06308504697
1	136	3.93894284789
1	137	3.84068026219
1	138	3.73220191218
1	139	3.59027261431
1	140	3.49481285433
1	141	3.41517074256
1	142	3.34907082213
1	143	3.196912155
1	144	3.14481980952
1	145	3.08610529661
1	146	2.97003956677
1	147	2.92533501439
1	148	2.89889585109
1	149	2.84669216771
1	150	2.86570592373
1	151	2.83991811548
1	152	2.85421920581
1	153	2.87781910765
1	154	2.91373020622
2	1	0.329536586764
2	2	0.0
2	3	0.319341956157
2	4	0.545412600722
2	5	0.741121438384
2	6	0.956060110271
2	7	1.13993510929
2	8	1.14801922646
2	9	1.19252597388
